keyword,location,page,position,company,jobkey,jobTitle,jobDescription
mechanic,India,1,11,Vijay Engineering and Machinery Company (VEMC),249f1a564485cc13,Service Mechanic - Pump,"<p></p>
<div>
 <div>
  <p><b>Department:</b> Service SBU</p> 
  <p><b> Location:</b> Belapur</p> 
  <p><b> JOB SUMMARY</b><br> Service maintenance at client’s site, commissioning at clients’ site, Visit during AMC contracts, coordination with service engineer.</p> 
  <p><b> LIST OF FUNCTIONS EXPECTATIONS</b></p> 
  <p><b> 1.</b> <b>SERVICE AND MAINTAINANCE</b></p> 
  <ul>
   <li> Visit the customers for complaint logged, attending technical difficulties and resolve the complaints of the customer.</li>
  </ul> 
  <ul>
   <li> Identifying technical difficulties/ loopholes in the system &amp;amp; suggesting the remedy to the customers.</li>
  </ul> 
  <ul>
   <li> Giving feedback to customers with respect to solutions for their problems.</li>
  </ul> 
  <ul>
   <li> Updating Service Engineer/ Sales personnel regarding the status of the complaint within 24 hrs from the receipt of complaint.</li>
  </ul> 
  <ul>
   <li> Identifying &amp;amp; reporting about the different types of equipment’s installed at Client’s site.</li>
  </ul> 
  <ul>
   <li> Checking all the parameters of the system of the customer &amp;amp; suggest whether it’s appropriate.</li>
  </ul> 
  <ul>
   <li> Commissioning of the system at Customer’s site.</li>
  </ul> 
  <ul>
   <li> Handling replacement &amp;amp; refurbishment tasks at customer’s end.</li>
  </ul> 
  <ul>
   <li> Servicing to be done in 48 hours inside Mumbai and 72 hours outside Mumbai</li>
  </ul>
  <br> 
  <p></p> 
  <p><b> 2.</b> <b>REPORTS </b></p>
  <ul>
   <li> Submitting weekly report on:</li>
  </ul> 
  <p> a) The complaints attended &amp;amp; resolved on a daily basis.</p> 
  <p> b) The Spares &amp;amp; refurbishments replaced at customer’s site.</p>
  <br> 
  <p></p> 
  <p><b> 3.</b> <b>SPARES </b></p>
  <ul>
   <li> Forward enquiries/ requirement to spares from site.</li>
  </ul>
  <br> 
  <p></p> 
  <p><b> 4.</b> <b>VISITS </b></p>
  <ul>
   <li> Visit to godown as required.</li>
  </ul> 
  <ul>
   <li> Visit to Client’s site for AMC/ Commissioning</li>
  </ul> 
  <p><b> Qualification</b>:<br> Electrical Engineering / ITI courses (pump/ electrical )</p> 
  <p><b> Work Experience:</b> <br> Fresher</p> 
  <p><b> Age limit</b>:<br> Max 24</p> 
  <p><b> Skills required:</b><br> Should be Good in communication skills, convincing skills, analytical skills, handling work pressure,</p>
 </div>
</div>
<p></p>"
driver,India,1,12,KPIT Technologies GmbH,bf955be10111cec3,"Adaptive AUTOSAR, C++ and Autonomous Driving","<div>
 <p><b>Position Overview: </b></p>
 <p>As a Tech Lead specializing in Adaptive AUTOSAR, C++, and Autonomous Driving, you will play a pivotal role in leading the development of cutting-edge automotive software solutions. Leveraging your extensive experience and deep knowledge of the internals of Adaptive AUTOSAR, underlying technologies, embedded systems, and embedded communication protocols, you will guide a talented team of engineers to design, implement, and deploy software solutions that drive the evolution of autonomous vehicles. </p>
 <p><b>Key Responsibilities: </b></p>
 <ul>
  <li>Lead the design, development, and implementation of automotive software solutions using Adaptive AUTOSAR, C++, and related technologies, with a focus on autonomous driving applications. </li>
  <li>Provide technical leadership and mentorship to a team of software engineers, fostering a collaborative and innovative work environment. </li>
  <li>Leverage your expertise in the internals of Adaptive AUTOSAR to optimize system performance, reliability, and scalability. </li>
  <li>Collaborate closely with cross-functional teams including product management, systems engineering, and quality assurance to define project requirements, prioritize tasks, and deliver solutions on time and within budget. </li>
  <li>Conduct code reviews, enforce coding standards, and identify opportunities for code optimization and reuse. </li>
  <li>Stay abreast of emerging technologies, trends, and advancements in Adaptive AUTOSAR, C++, autonomous driving, embedded systems, and embedded communication protocols, integrating them into the development process as appropriate. </li>
  <li>Lead troubleshooting efforts, investigate and resolve complex technical issues, and provide guidance on resolution strategies. </li>
  <li>Champion a culture of innovation, collaboration, and continuous learning within the team. </li>
  <li>Familiarity with C++ 11/14/17 </li>
 </ul>
 <p><b>Qualifications: </b></p>
 <ul>
  <li>Bachelor’s or Master’s degree in Computer Science, Engineering, or a related field. </li>
  <li>6-15 years of progressive experience in software development, with a focus on Adaptive AUTOSAR, C++, and autonomous driving. </li>
  <li>Extensive expertise in the internals of Adaptive AUTOSAR, including a deep understanding of its architecture, components, and mechanisms. </li>
  <li>Strong proficiency in C++ programming language, with a demonstrated ability to apply advanced concepts and techniques to solve complex problems. </li>
  <li>Experience with embedded systems development and embedded communication protocols such as CAN, LIN, and Ethernet. </li>
  <li>Knowledge of autonomous driving technologies, including perception, sensor fusion, path planning, and control algorithms. </li>
  <li>Proven track record of leading software development projects from concept to delivery, preferably in the automotive industry. </li>
  <li>Excellent leadership, communication, and interpersonal skills, with the ability to collaborate effectively with cross-functional teams and drive technical decisions. </li>
  <li>Strong problem-solving abilities and a proactive approach to identifying and addressing technical challenges. </li>
  <li>Experience with Agile/Scrum methodologies and tools such as Jira is desirable. </li>
  <li>Automotive SPICE or ISO 26262 certification is a plus. </li>
 </ul>
 <p><b>Key Result Areas: </b></p>
 <ul>
  <li>Successfully lead and deliver automotive software solutions using Adaptive AUTOSAR and C++ for autonomous driving. </li>
  <li>Enhance team performance through effective technical leadership and mentorship. </li>
  <li>Optimize and ensure the reliability and scalability of software systems. </li>
  <li>Facilitate seamless collaboration with cross-functional teams to meet project goals. </li>
  <li>Maintain high standards of code quality and promote continuous innovation within the team.</li>
 </ul>
</div> 
<br>C++,C++ 11/14 
<br>null"
manufacturing,India,1,4,BOEING,813bb49dadb28b09,Associate Manufacturing Engineer,"<p></p>
<div>
 <p>At Boeing, we innovate and collaborate to make the world a better place. From the seabed to outer space, you can contribute to work that matters with a company where diversity, equity and inclusion are shared values. We’re committed to fostering an environment for every teammate that’s welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us.</p>
 <p><b> Overview </b></p>
 <p>As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter, the company leverages the talents of a global supplier base to advance economic opportunity, sustainability and community impact. Boeing’s diverse team is committed to innovating for the future, leading with sustainability, and cultivating a culture based on the company’s core values of safety, quality and integrity.</p>
 <p></p>
 <p><b> Technology for today and tomorrow </b></p>
 <p>The Boeing India Engineering &amp; Technology Center (BIETC) in India is leveraging a diverse talented pool of 5,500+ engineers, technologists, and innovators to drive growth and innovation in the global aerospace sector These engineers deliver cutting-edge R&amp;D, innovation, and high-quality engineering work in global markets in traditional and emerging areas, and leverage new-age technologies such as AI/ML, IIoT, Cloud, Model-Based Engineering, and Additive Manufacturing, to enhance quality, safety, and productivity for airline customers, shaping the future of aerospace in India for India, and the world</p>
 <p></p>
 <p><b> People-driven culture </b></p>
 <p>At Boeing, we believe creativity and innovation thrives when every employee is trusted, empowered, and has the flexibility to choose, grow, learn, and explore. We offer variable arrangements depending upon business and customer needs, and professional pursuits that offer greater flexibility in the way our people work. We also believe that collaboration, frequent team engagements, and face-to-face meetings bring diverse perspectives and thoughts – enabling every voice to be heard and every perspective to be respected. No matter where or how our teammates work, we are committed to positively shaping people’s careers and being thoughtful about employee wellbeing.</p>
 <p></p>
 <p> At Boeing, we are inclusive, diverse and transformative.</p>
 <p></p>
 <p> With us, you can create and contribute to what matters most in your career, community, country, and world. Join us in powering the progress of global aerospace.</p>
 <p></p>
 <p> Boeing India Engineering and Technology Centre is currently looking for <b>Associate Manufacturing Engineer</b> to join their Manufacturing Engineering team in <b>Chennai</b>, India. As a Manufacturing Engineer, you will be part of a global team working on providing ME solutions to a wide range of Boeing products and services across the world. These positions will focus on supporting the Boeing Commercial Airplanes (BCA) business organization.</p>
 <p></p>
 <p> A successful candidate will implement the preparation of installation plans, author assembly work instructions and drive process standardization for electrical wire harness products. The role would focus on working closely with global teams to ensure the assembly work instructions are defined most efficiently thereby ensuring the best value for our customers. This position also offers opportunities to be part of integrated project teams on the manufacturability and producibility of wiring design definitions. Be a part of our passionate and motivated team that always keep an eye to identify potential opportunities to improve and standardize the assembly process for our diverse range of products.</p>
 <p></p>
 <p><b> Position Responsibilities</b><b>:</b></p>
 <ul>
  <li> Experience and knowledge of manufacturing, methods, fabrication processes (e.g., forming, stamping, machining, heat treatment, machines/machine tools, cutting tools and fluids, instrumentation, data acquisition and control systems)</li>
  <li> Knowledge of surface finishes, coatings, paints, sealants, bonding and grounding.</li>
  <li> Authors build plan for Aircraft Structural assemblies, Systems and Payloads</li>
  <li> Assists in creating work instructions for installing components, systems and other assemblies.</li>
  <li> Assists in developing efficient process sequence by analyzing and validating processes, standards and specifications related to aircraft systems.</li>
  <li> Create Installation plan in CAPP/MES/Teamcenter/ Enovia.</li>
  <li> Create testing and inspection plans for aircraft systems for continuity and proper functioning.</li>
  <li> Implement the process audits for the prevailing Installation/fabrication plans and ensure they meet the defined standards.</li>
  <li> Implementation of standard work instructions for assembly operations.</li>
  <li> Continuously review the existing assembly process and drive process improvements.</li>
  <li> Assist in implementation of safety procedures, Foreign Object Debris (FOD) prevention and non-conformances issues.</li>
  <li> Participates in the implementation of manufacturing plans. Investigates technical problems.</li>
  <li> Participates in the implementation of Lean principles and technologies.</li>
  <li> Ensure compliance to company quality management system requirements.</li>
  <li> Exercises critical thinking and innovative problem solving.</li>
 </ul>
 <p></p>
 <p><b> Basic Qualifications</b><b> (Required Skills/Experience):</b></p>
 <ul>
  <li> Bachelor's degree or higher is required as a basic qualification</li>
  <li> 2+ years of experience involved with production / manufacturing engineering planning role.</li>
  <li> 2+ years of work experience in aerospace manufacturing / assembly planning.</li>
  <li> Experience with Aerospace Manufacturing, Fabrication, Assembly Processes and Technologies.</li>
  <li> Experience with creation of manufacturing planning and authoring assembly work instructions.</li>
  <li> General Drawing Interpretation &amp; GD&amp;T knowledge.</li>
  <li> Knowledge of Aerospace Materials and Processes.</li>
  <li> Aware of manufacturing execution systems like CAPP/MES, PDM.</li>
  <li> Working knowledge with CATIA/NX Modelling software’s.</li>
  <li> Experience with Boeing products/Commercial aircraft platforms is highly desirable.</li>
 </ul>
 <p></p>
 <p><b> Preferred Qualifications (Desired Skills/Experience):</b></p>
 <ul>
  <li> Bachelor's degree or equivalent</li>
 </ul>
 <p></p>
 <p><b> Typical Education &amp; Experience: </b><br> Education/experience typically acquired through a Bachelors in Engineering (Mechanical/ Aerospace /Industrial/ Production/ or Equivalent) and typically 2 to 5 years' related work experience or an equivalent combination of technical education and experience.</p>
 <p></p>
 <p><b> Relocation:</b></p>
 <p> This position offers relocation.</p><b><br> Export Control Requirements: </b>Not an export control position
 <p><b><br> Equal Opportunity Employer:</b></p>
 <p> We are an equal opportunity employer. We do not accept unlawful discrimination in our recruitment or employment practices on any grounds including but not limited to; race, color, ethnicity, religion, national origin, gender, sexual orientation, gender identity, age, physical or mental disability, genetic factors, military and veteran status, or other characteristics covered by applicable law.</p>
 <p> We have teams in more than 65 countries, and each person plays a role in helping us become one of the world’s most innovative, diverse and inclusive companies. We are proud members of the Valuable 500 and welcome applications from candidates with disabilities. Applicants are encouraged to share with our recruitment team any accommodations required during the recruitment process. Accommodations may include but are not limited to: conducting interviews in accessible locations that accommodate mobility needs, encouraging candidates to bring and use any existing assistive technology such as screen readers and offering flexible interview formats such as virtual or phone interviews.</p>
</div>"
manufacturing,India,1,2,Larsen & Toubro,09d687b1a1ca593b,Assistant Manager- QA/QC,"<div>
 <div>
  <div>
   Assistant Manager- QA/QC
  </div>
  <p>LNT/A/1056942</p>
  <ul>
    Power Transmission &amp; Distribution - IcJamnagar
  </ul>
 </div>
 <div>
  <div>
   <div>
    <ul>
     <div>
      <div>
       <div>
         Posted On
       </div>
       <div>
         18 Jun 2024
       </div>
      </div>
     </div>
     <div>
      <div>
       <div>
         Required Experience
       </div>
       <div>
         5 - 8 Years
       </div>
      </div>
     </div>
    </ul>
   </div>
  </div>
 </div>
</div> 
<br>
<div>
 <div>
  <div>
   Skills
  </div>
 </div>
 <div>
  <div>
   <p> Knowledge &amp; Posting Location</p>
   <div>
    <p> QUALITY ASSURANCE </p>
    <p>QUALITY AUDITING </p>
    <p>QUALITY MANAGEMENT SYSTEM </p>
   </div>
  </div>
  <div>
   <p>Minimum Qualification</p>
   <div>
    <p> BACHELOR OF ENGINEERING (BE)</p>
   </div>
  </div>
 </div>
</div> 
<br>
<div>
 <div>
  <div>
   Job Description
  </div>
 </div>
 <div>
  <p> Essential : 1.Perform subcontractor assessment and performance evaluation and ensure the availability of competent subcontractor supervisor for each activity. Report the details in the respective formats and share reports to PM/Head Operation &amp; Cluster Quality.</p>
  <p> 2.Conduct training for Staff/Subcontractor work men on SOP/Work methods</p>
  <p> 3.Obtain execution team inspection requirements one day before and ensure inspections accordingly and ensure latest revision of drawings are used for construction.</p>
  <p> 4.Issue Quality alert note based on the requirement and ensure for its implementation</p>
  <p> 5.Maintain all test reports for all major items inspected &amp; tested.</p>
  <p> 6.Ensure all incoming materials are inspected along with client and maintain the respective records.</p>
  <p> 7.Routine / random / surveillance inspection of constriction activities as per FQP and monitor on daily basis</p>
  <p> 8.Recording of nonconformities in QIR app and ensure its closure in stipulated time</p>
  <p> 9.Coordinating with client for civil lab testing, stage inspections &amp; final clearances.</p>
  <p> 10.Interacting with Site Engineer on inspection progress and quality issues as per Blocks</p>
  <p> 11.Review and maintain checklist for all completed activities.</p>
  <p> 12.Coordinating with manufacturing vendors on product issues if any noticed during construction and ensure for resolution, maintain the respective documentation.</p>
  <p> 13.Ensure all measuring instruments calibration within due date and maintain respective records.</p>
  <p> 14.Conduct surveillance inspection at store to ensure materials are stored and preserved as per manufacturer recommendation</p>
  <p> 15.Site walk down with Section-In Charge and prepare Cost of Poor Quality (CoPQ)</p>
  <p> 16.Joint inspection with supplier representative during their visit to site to take corrective action on product complaints</p>
  <p> 17.RCA (Root Cause Analysis) preparation in the event of major quality issues</p>
  <p> 18.Preparing the punch list in consultation QC in charge and maintain the punch point clearance record.</p>
  <p> Desirable: Internal Auditor (Quality Management System)</p>
 </div>
</div>"
mechanic,India,1,1,Larsen & Toubro,2fa15343c8d2b3e9,TBM Mechanic Foremen/Electrical,"<div>
 <div>
  <div>
   TBM Mechanic Foremen/Electrical
  </div>
  <p>LNT/TMF/1003271</p>
  <ul>
    Heavy Civil InfrastructureRishikesh
  </ul>
 </div>
 <div>
  <div>
   <div>
    <ul>
     <div>
      <div>
       <div>
         Posted On
       </div>
       <div>
         23 Apr 2024
       </div>
      </div>
     </div>
     <div>
      <div>
       <div>
         Required Experience
       </div>
       <div>
         9 - 20 Years
       </div>
      </div>
     </div>
    </ul>
   </div>
  </div>
 </div>
</div> 
<br>
<div>
 <div>
  <div>
   Skills
  </div>
 </div>
 <div>
  <div>
   <p> Knowledge &amp; Posting Location</p>
   <div>
    <p> TBM &amp; TUNNEL </p>
    <p>MECHANICAL ANALYSIS </p>
    <p>MECHANICAL CUTTER </p>
    <p>MECHANICAL FABRICATION </p>
    <p>MECHANICAL SYSTEMS </p>
    <p>MECHANICAL ENGINE SPECIALIST &amp; HYDRAULIC </p>
   </div>
  </div>
  <div>
   <p>Minimum Qualification</p>
   <div>
    <p> TRADE CERTIFICATE (ITI)</p>
    <p> HIGHER SECONDARY CERTIFICATE (HSC)</p>
   </div>
  </div>
 </div>
</div> 
<br>
<div>
 <div>
  <div>
   Job Description
  </div>
 </div>
 <div>
  <p> TBM mechanics with a minimum of 11 years of experience are typically required to have a deep understanding of TBM components, systems, and maintenance procedures. Their qualifications may include:</p>
  <ul>
   <li><p><b> Mechanical Knowledge:</b> Strong mechanical skills are essential, including expertise in hydraulic systems, engines, gearboxes, and other mechanical components of TBMs.</p></li>
   <li><p><b> Electrical Knowledge:</b> Some TBMs have complex electrical systems, so familiarity with electrical components and systems is valuable.</p></li>
   <li><p><b> Troubleshooting Skills:</b> Experienced TBM mechanics should be able to diagnose and repair mechanical and electrical issues efficiently.</p></li>
   <li><p><b> Safety Awareness:</b> They should have a strong commitment to safety protocols, as working with heavy machinery can be hazardous.</p></li>
   <li><p><b> Experience:</b> A minimum of 11 years of experience indicates a seasoned professional who has likely encountered a wide range of maintenance and repair challenges.</p></li>
   <li><p><b> Certifications:</b> Relevant certifications in mechanical or electrical fields may be required or beneficial.</p></li>
   <li><p><b> Teamwork:</b> Ability to work collaboratively with other maintenance and operational staff is crucial.</p></li>
   <li><p><b> Adaptability:</b> Given the variety of TBMs and tunneling conditions, the ability to adapt to different environments and challenges is essential.</p></li>
   <li><p><b> Communication Skills:</b> Effective communication with supervisors, engineers, and other team members is important for reporting issues and coordinating maintenance tasks.</p></li>
  </ul>
 </div>
</div>"
manufacturing,India,1,7,ABB,3e374a9589a4d965,Production Supervisor,"<div>
 <h1 class=""jobSectionHeader""><b>Production Supervisor</b></h1>
 <h4 class=""jobSectionHeader""><b> At ABB, we are dedicated to addressing global challenges. Our core values: care, courage, curiosity, and collaboration - combined with a focus on diversity, inclusion, and equal opportunities - are key drivers in our aim to empower everyone to create sustainable solutions. Write the next chapter of your ABB story.</b></h4>
 <p></p>
 <h3 class=""jobSectionHeader""><b><br> This position reports to</b></h3>
 <p> Operations Manager</p>
 <h3 class=""jobSectionHeader""><b> Your role and responsibilities</b></h3>
 <p> In this role, you will have the opportunity to lead a team within a Production unit or line to execute production processes, transforming parts and raw materials into ABB products in a timely and cost-effective manner. Each day, you will ensure continuous and efficient operation in accordance with volumes, schedules, procedures, drawings, and quality and safety standards and policies. You will also showcase your expertise by organizing and allocating resources to meet line production targets effectively and efficiently. The work model for the role is: #LI-Onsite This role is contributing to the to our Electrification business in Distribution Solution division at Nashik, India. You will be mainly accountable for: • Ensuring that production scheduling and production plan meet the volume requirements agreed upon in the demand plan and defined inventory service levels. • Recommending technical equipment and facility improvements as necessary. • Identifying deficiencies in production area, proposing improvement activities, and overseeing implementation of actions to improve production performance. • Managing the resolution of critical product or equipment issues together with relevant internal teams. Our team dynamics You will join a dynamic and high performing team, where you will be able to thrive.</p>
 <h3 class=""jobSectionHeader""><b> Qualifications for the role</b></h3>
 <p></p>
 <ul>
  <li> You are engaged in manufacturing / Operations function in switchgear manufacturing industry</li>
  <li> Ability to demonstrate your experience in Production Planning, Shift Planning, Manpower planning and handling with 4 to 6 years of experience</li>
  <li> Highly adept in SAP and Power Bi software</li>
  <li> Degree in Mechanical / Electrical engineering with proven experience in daily production monitoring</li>
 </ul>
 <p></p>
 <h3 class=""jobSectionHeader""><b> More about us</b></h3>
 <p> ABB's Distribution Solutions Division facilitates the efficient and reliable distribution, protection and control of power by improving electric power quality while strengthening the resilience of the grid. The Division offers segment-specific products and solutions that largely serve utilities, industry and infrastructure segments, often providing the requisite medium-voltage link between high-voltage transmission systems and low-voltage users. With ABB Ability™ enabled connected solutions at its core, the offering includes medium-voltage air- and gas-insulated switchgear (1 to 66 kilovolts), indoor and outdoor circuit breakers, reclosers, fuses, contactors, relays, instrument transformers, sensors, motor control centers, as well as low-voltage switchgear for the ANSI standard markets. We value people from different backgrounds. Apply today for your next career step within ABB and visit www.abb.com to learn about the impact of our solutions across the globe. #MyABBStory ""It has come to our attention that the name of ABB is being used for asking candidates to make payments for job opportunities (interviews, offers). Please be advised that ABB makes no such requests. All our open positions are made available on our career portal for all fitting the criteria to apply. ABB does not charge any fee whatsoever for recruitment process. Please do not make payments to any individuals / entities in connection to recruitment with ABB, even if is claimed that the money is refundable. ABB is not liable for such transactions. For current open positions you can visit our career website https://global.abb/group/en/careers and apply. Please refer to detailed recruitment fraud caution notice using the link https://global.abb/group/en/careers/how-to-apply/fraud-warning""</p>
</div>"
technician,India,1,1,Sahyadri Hospitals,f603301293f0a087,Technician Engineering,"If interested, kindly share their resume on website or mail at recruitments@sahyadrihospitals.com or call to 
<br>
<div>
 <p>Qualification: B.Sc / Diploma<br> Location: Pune<br> Experience: Min 2 Years relevant experience</p>
</div>
<p></p>"
manufacturing,India,1,9,Cipla,a2d3bf030b35a80d,Junior Operator - Packing,"<div>
 <div>
  <div>
   <div>
    <div>
     <h2 class=""jobSectionHeader""><b>Division</b></h2> 
    </div>
    <div>
     Manufacturing
    </div>
   </div>
   <div>
    <div>
     <h2 class=""jobSectionHeader""><b> Department</b></h2> 
    </div>
    <div>
     Manufacturing
    </div>
   </div>
   <div>
    <div>
     <h2 class=""jobSectionHeader""><b> Employment Type</b></h2> 
    </div>
    <div>
     Permanent
    </div>
   </div>
   <div>
    <div>
     <h2 class=""jobSectionHeader""><b> Job Purpose</b></h2> 
    </div>
    <div>
     <p> Operate &amp; maintain packing machines to achieve quality product &amp; shift wise targeted output with maximum utilisation</p>
    </div>
   </div>
   <div>
    <div>
     <h2 class=""jobSectionHeader""><b> Accountabilities</b></h2> 
    </div>
    <div>
     <p> I. Prepare the machine for packing operation as per production plan by using proper resources to ensure smooth operations <br> II. Operate the packing machines by using minimum resources to get quality product<br> III. Execute and update online documentation to meet cGMP requirements and maintain data integrity Fill Machine logs. Document entries/SOP and process simplification to meet cGMP.<br> IV. Perform packing machine operations safely to avoid safety incidences by appropriately handling the machines and thereby maintaining high standard of safety<br> V. Deliver training to workmen and adhere cGMP and safety guidelines in production process to ensure smooth operations</p>
    </div>
   </div>
   <div>
    <div>
     <h2 class=""jobSectionHeader""><b> Education Qualification</b></h2> 
    </div>
    <div>
     <p> Diploma in Pharmacy / Engineering</p>
    </div>
   </div>
   <div>
    <div>
     <h2 class=""jobSectionHeader""><b> Relevant Work Experience</b></h2> 
    </div>
    <div>
     <p> 2 years of experience in packing with knowledge of handling of QMS activity, qualification and other related documents</p>
    </div>
   </div>
   <div>
    <div>
     <h2 class=""jobSectionHeader""><b> Competencies/Skills</b></h2> 
    </div>
    <div>
     <div>
      Collaborate to Succeed
     </div>
     <div>
       Innovate to Excel
     </div>
     <div>
       Perform with Accountability
     </div>
     <div>
       Lead with Empathy
     </div>
     <div>
       Act with Agility
     </div>
     <div>
       Strong Domain Knowledge
     </div>
     <div>
       People Management
     </div>
    </div>
   </div>
   <div>
    <div>
     <h2 class=""jobSectionHeader""><b> Job Location</b></h2> 
    </div>
    <div>
     <p> Goa</p>
    </div>
   </div>
   <div>
    <div>
     <h2 class=""jobSectionHeader""><b> Shift Hours</b></h2>
    </div>
   </div>
  </div>
 </div>
</div>
<div></div>"
manufacturing,India,1,5,Aditya Birla Group,13da4d0cda9700da,OPC - Paints Manufacturing - Multiple Locations,"<p></p>
<div>
 <div>
  <div>
   <b>Designation: </b>Assistant Manager 
  </div>
  <div>
   <b>Updated: </b>June 05, 2024 
  </div>
  <div>
   <b>Location: </b>Maharashtra, India 
  </div>
  <div>
   <b>Organization: </b>Paints HO
   <br> 
  </div>
 </div>
 <br> 
 <div>
  <b>Job Description:</b>
  <br> 
  <p></p>
  <div>
   <div>
    <p>Aligning with Logistics team on the Vehicle placements</p>
   </div>
   <div>
    <p><br> Aligning with the Distribution team for the Truck ordering</p>
   </div>
   <div>
    <p><br> Aligning with Plant and OPC on the Hardener Dispatches</p>
   </div>
   <div>
    <p><br> Ensuring the reduction of In transit damages from OPC</p>
   </div>
   <div>
    <p><br> Monitoring the dispatch accuracy</p>
   </div>
   <div>
    <p><br> Defining the dispatch process and ensuring the adherence of the same</p>
   </div>
   <div>
    <div>
     <p><br> Stock Auditing and Variance Posting wherever applicable</p>
     <p> MIS preperation and coordination with central demand planning team</p>
    </div>
   </div>
  </div>
  <br> 
  <br> <b>Qualifications:</b>
  <br> 
  <div>
   Diploma 
  </div>
  <br> <b>Minimum Experience Level:</b>
  <br> 2-5 Years
  <br> 
  <br> <b>Report to:</b>
  <br> Manager
 </div>
</div>"
manufacturing,India,1,11,Larsen & Toubro,090db1aacfb7bc74,Head Electronics - Manufacturing/ Integration,"<div>
 <div>
  <div>
   Head Electronics - Manufacturing/ Integr...
  </div>
  <p>LNT/HE-I/1049583</p>
  <ul>
    L&amp;T Precision Engineering &amp; Systems IcTalegaon
  </ul>
 </div>
 <div>
  <div>
   <div>
    <ul>
     <div>
      <div>
       <div>
         Posted On
       </div>
       <div>
         14 Jun 2024
       </div>
      </div>
     </div>
     <div>
      <div>
       <div>
         Required Experience
       </div>
       <div>
         15 - 20 Years
       </div>
      </div>
     </div>
    </ul>
   </div>
  </div>
 </div>
</div> 
<br>
<div>
 <div>
  <div>
   Skills
  </div>
 </div>
 <div>
  <div>
   <p> Knowledge &amp; Posting Location</p>
   <div>
    <p> CONTINUITY OF OPERATIONS </p>
   </div>
  </div>
  <div>
   <p>Minimum Qualification</p>
   <div>
    <p> BACHELOR OF TECHNOLOGY (BTECH) &amp; MASTER OF TECHNOLOGY (MTECH)</p>
   </div>
  </div>
 </div>
</div> 
<br>
<div>
 <div>
  <div>
   Job Description
  </div>
 </div>
 <div>
  <ul>
   <li><p><b> Leadership and Strategy:</b></p>
    <ul>
     <li> Develop and implement strategic plans for the manufacturing center, aligning with overall organizational goals.</li>
     <li> Provide visionary leadership to drive operational excellence, innovation, and growth.</li>
     <li> Oversee the center’s budget, resource allocation, and performance metrics.</li>
    </ul></li>
   <li><p><b> Operations Management:</b></p>
    <ul>
     <li> Manage all aspects of the manufacturing process, from design to production.</li>
     <li> Ensure efficient production, quality control, and timely delivery of electronics products.</li>
     <li> Optimize processes, workflows, and supply chain management.</li>
    </ul></li>
   <li><p><b> Team Management:</b></p>
    <ul>
     <li> Lead and mentor a multidisciplinary team, including engineers, technicians, and production staff.</li>
     <li> Foster a collaborative and high-performance work environment.</li>
     <li> Set performance goals, conduct performance reviews, and address personnel development.</li>
    </ul></li>
   <li><p><b> Technical Expertise:</b></p>
    <ul>
     <li> Stay abreast of industry trends, emerging technologies, and best practices in electronics manufacturing.</li>
     <li> Provide technical guidance and expertise to resolve complex manufacturing challenges.</li>
    </ul></li>
   <li><p><b> Quality Assurance and Compliance:</b></p>
    <ul>
     <li> Ensure compliance with relevant industry standards, regulations, and safety protocols.</li>
     <li> Implement quality control measures to maintain product excellence.</li>
    </ul></li>
   <li><p><b> Collaboration:</b></p>
    <ul>
     <li> Work closely with cross-functional teams, including R&amp;D, engineering, and procurement.</li>
     <li> Collaborate with external partners, suppliers, and government agencies.</li>
    </ul></li>
   <li><p><b> Continuous Improvement:</b></p>
    <ul>
     <li> Identify opportunities for process optimization, cost reduction, and efficiency enhancement.</li>
     <li> Drive continuous improvement initiatives across the manufacturing center.</li>
    </ul></li>
  </ul>
  <p><b> Qualifications:</b></p>
  <ul>
   <li> Bachelor’s or master’s degree in engineering, manufacturing, or a related field.</li>
   <li> 15-20 years of progressive experience in electronics manufacturing.</li>
   <li> Proven track record of successful leadership and project management.</li>
   <li> Strong communication, negotiation, and problem-solving skills.</li>
   <li> Familiarity with defense industry standards and regulations.</li>
  </ul>
 </div>
</div>"
manufacturing,India,1,13,Piramal Enterprises,0dd4027de15c8dc7,Executive - Production,"<div>
 <div>
  <b>Business: </b>PPL Digwal
  <br> 
 </div>
 <div></div>
 <div>
  <b>Department: </b>Production
  <br> 
 </div>
 <div></div>
 <div>
  <b>Location: </b>Digwal
  <br> 
 </div>
 <div></div>
 <div>
  <b>Job Overview: To perform Production actives as per GMP &amp; Safety<br> </b>
 </div>
 <div></div>
 <div>
  <b>Travel Requirements </b>: NA
  <br> 
 </div>
 <div></div>
 <div>
  <b>Reporting Structure: </b>
 </div>
 <div>
  Reports to Manager - Production
  <br> 
 </div>
 <div></div>
 <div>
  <b>Key Stakeholders: </b>
 </div>
 <div>
  Internal: QC, QA, SCM &amp; Safety 
 </div>
 <div>
  External: NA
  <br> 
 </div>
 <div></div>
 <div>
  <b>Experience: </b>
 </div>
 <p>· 4-8 Year Experience in manufacturing (API) as per Pharma Manufacturing GMP requirements.</p>
</div>
<br>
<div></div>
<br>
<div></div>"
